tweets;1.kisi;2.kisi;3.kisi;total
irkçýlýða hastalýk demek onu hoþ görün demek bir bence ýrkçýlýk bir seçimdir þefkatsiz bencil içinde iyilik barýndýrmayan bir kalbin varlýðýna iþarettir dilerim azalýrlar þiddetle deðil sevgiyle döþenen yolda yok olsunlar;0;0;0;0
bunlar öðretmen gerçi kanlarýnda ýrkçýlýk taþýdýðý bunlar normaldir lanetli bir þeydir;1;1;1;1
oldunuz bir türk olamadýnýz sonrada kalkmýþ yapmayýn duyar kasýyorsunuz hadi ordan soysuzlar allaha þükür türk milletinin olduðu bellide asýl sizin kimlerin artýðý olduðunuz belli deðil;0;0;0;0
yine birileri lobi yapýyor dertleri ülkeyi anarþi ortamýna sokmak;0;0;0;0
tabeladaki kürtçe yazýya bile tahamul edemeyen eðitimcilerimiz var bir hastaliktir;0;0;0;0
güney afrikada irk ayrýmcýlýðý apartheid dönemi aracýlýðýyla;0;0;0;0
anlamadan hatýrýna milliyetçiliði ayaklar altýna alanlar türk milletini baþka milletlerin kavimci ýrkçý emellerine hizmetçi ediyor söylemine kananlar haçlý iþgaline ort;0;0;0;0
gazete tivit 300422 sayý484 sayfa1 tuzla boya fabrikasýnda patlamaukraynalý neonazilerden destek alanirkýn öldür sloganýyla sýðýnmacýlara saldýranlar kimler;0;0;0;0
sýðýnmacýlara saldýran ýrkçý gruba dikkat;0;0;0;0
ispanyol milletvekilleri ispanyanýn mücadele yasalarýnda önemli deðiþiklikler yapma önerisini kabul etti;0;0;0;0
baþkaným umarým doðru deðildir doðru vay halinize yatacak yeriniz yok deðilmidir nedir nin suçu;0;0;0;0
türk halkýna türk ýrkçýlýðýdýr baþka türlü açýklanamaz;1;1;1;1
ispanyada romanlara karþý ýrkçý ayrýmcýlýk ilk ceza kanununa giriyor;0;0;0;0
tam burasý iþte yorumlarýn hepsini okudum akp liler akp trolleri sol egilimliler diyor ortalama türk artýk bir kafeye bile oturamiyor iþte anda baþlar arti;1;1;1;1
artan kurumsal tehlikesi;1;1;1;1
soruþturmasýnda yeni geliþme raporda önemli derecede yapýldý vurgusu;0;0;0;0
kiþi kendi milletini üstün görmekle kýnanamaz;0;0;0;0
ayný dünyanýn geçmiþte günümüzde yapýlan ýrkçýlýklar soykýrýmlara sessiz kalmasý hiçbir devlet hesap vermez bundan dolayý halk bilmedikten sonra hesap versin ayný abd avrupa devletleronin vermediði;0;1;1;1
güzel yavruma kendini deðersiz hissettiren masum gözlerinden yaþ akmasýna sebep olan ýrkçý þerefsizlerin allah belasýný versin keþke sana sarýlabilseydim güzel saçlarýna bir toka ben takabilseydim;0;1;1;1
býrakýn buna artk dünya ýrkçýlýk deniyor isteyen istediði dille yazar istediði dille konuþur türkçe konuþunca oluyorlar türkçe konuþup ülkeyi;0;0;0;0
twitter hollandalý aþýrý saðcý wildersýn hesabýný askýya aldý hollandada aþýrý saðcý özgürlükler partisinin pvv lideri wilders bir süre twitter hesabýný kullanamayacak wilders;0;0;0;0
dünyada ýrkçýlýk arttý bakýnýz fransa;1;1;1;1
açýðý bir ton koyusu ülkenin siyahisi var malumumuz ýrkçýlýksa eksilmez insanlýðýn baþýndan;1;1;1;1
türkiyede yabancý olmak mülteci olmak yabancý öðrenci olmak turist olmak ceza burasý olay benimle beraber haliç köprüsü aþaðýdaki sahil oldu ben arkadaþlar yürüyordum bilmiyorum nereden mermi geldi vurdu beni;0;0;0;0
kristal gece amin alâ yazmýþ sn yýlmaz linkinden tamamýný okuyun lütfen caddelerinde çoðu kiþinin telaffuzda zorlandýðý frenkçe ingilizce dükkan adlarý olmayan bir ülkede yaþýyoruz suriyeli esnafýn suriyeli sýðýnmacý;0;1;1;1
türkler türkçe ezaný deðiþtirmiyorlar arap diliyle kadar dertleri varsa kuraný türkçe deðiþtirmiyorlar ýrkçýlýk ýrkçýlýk ýrkçýlýk;0;1;1;1
tv ekranlarinda görmekten iðrendiðim söz konusu olduðunda hümanist sýðýnmacý aþýðý pkk sever feto cemaat hayraný dendiðinde diktatör diyen bir vatan hainidir 2nci videoyu izleyin;1;1;1;1
gerici zihniyeti henüz yenememiþken bunun katý gerici bir varyasyonu oluþturulmaya çalýþýlýyor bence durumu baðdaþtýrmadan önce biraz açýdan bakmak gerekiyor þimdi lince baþlayabilirsiniz;0;0;0;0
new yorkta ýrkçý saldýrý türk müsün sorup býçakladý;0;0;0;0
irkçý olmayalým sakýn haa zaten onlarýn kendi kadýnlarýný deðil türk kadýnlarýný çekip tiktoka yüklemeleri deðil sadece bilinçsiz bi þaka;0;0;0;0
içiþleri bakanlýðýndan hesaba sert tepki operasyon yapýyorlar hesabýný soracaðýz düþmanlarý;0;0;0;0
yazýk oluyor güzelim ülkemize yazýk oluyor vatan topraða düþen gencecik ana kuzularýna yazýk oluyor bizden öncekilerin emeklerine umutlarýna varsýn desinler söyleyin bakalým bizden olmayandan bize hayýr gelir mi;1;1;1;1
hayatýnda kadýn görmemiþ afgan suriye kertenkelelerini ülkeye doldurup buna itiraz edenlere diyenler amiyane tabirle müptezel dir;0;0;0;0
sizden câhiliyye ayýplarýný büyüklenmesini gideren allaha hamd olsun ey insanlar insanlar iki gruba ayrýlýrlar bir grup iyilik yapan iyi olan kötülükten sakýnanlardýr bunlar allah nazarýnda deðerli olan kimselerdirgt;0;0;0;0
irkçý diyolardý þimdi teröristmiþiz bakalým bir sonrakinde olcaz;0;1;1;1
danimarkalý aþýrý saðcý lider rasmus paluda isveçin baþkenti stockholmde kuran kerim yakarak sosyal medyada yayýmladý;0;1;1;1
vatanýmda yabancý kimseyi istemiyorum ýrkçýlýk ýrkçýyým arkadaþ atalarým can vermiþ uðurda;0;0;0;0
türkiyemin anadolumun insanýyým ben kendi ülkelerine sahip çýkmamýþevlerini barklarýný emperyalistlere açmýþ sonrada iþlerine gelmeyince kadýnlarýný bile býrakýp kaçmýþ kiþiliksizleri istemiyorum vatanýmda;0;0;0;0
deðil vatanýna vatandaþýna sahip çýkmaevli evine köylü köyüne dönmeli kültürümüzdüþüncelerimizinanýþlarýmýzdavranýþlarýmýz ayný deðil;0;0;0;0
hala mhp liyim diyen ülkücüler var bahçeli bile akpli mhp mi kaldý;1;1;1;1
irkcýlýk diyorsanýz;0;0;0;0
since20220412_224723_utc vatanýný sevmek geleceðinden endiþe etmek zeka sahibi olup öngörüde bulunmak ýrkçýlýk deðildir aksi durumlar humanistlik deðil hainliktir;0;1;1;1
yerde arapça tabela var türkiyedeyiz;0;0;0;0
ülkemin iþgal edilmesine karþý olduðum ýrkçýysam evet büyük harflerle irkçiyim sonuna kadar ýrkçý olacaðým ortadoðulu pçlere iþgale ses çýkartmak deðildir;0;0;0;0
suriyeler afganlar orta doðu ülkeleri osmanlý türkiye cumhuriyetine ihanet etmiþ pezevenkler dir;0;0;0;0
siktirsin gitsinler kendi ülkelerine türkiyenin bizim basimiza bela olmasýn lar araplar;0;0;0;0
yapmaya yapmaya ülkenin anasýný sktiler içi dýþý leþ çirkin köpeklerin elini kolunu sallayarak sapýklýklarýný yaptýklarý muz ülkesine dönüþtük türkiye cumhuriyeti mülteci kampý deðildir;0;0;0;0
mülteciler referandum yapýlsýn;1;1;1;1
son 2 aydýr güzergahta trafik kontrol iþ yerinde denetmele var inanýlmaz þekilde cezalar kesilerek para toplanmaya çalýþýlýyor bunu bir tek ben mi görüyorum;0;0;0;0
milyonlarca mülteciyi ülkeye dolduruyorlar bunlarýn çoðusu abaza erkek ben kýz arkadaþým yurduna bir yere giderken bunlar yüzünden arýyorum;0;0;0;0
þeyin usulüuygunuuygulamasý var olmalý istemiyorum;1;1;1;1
kýzýl elma ifadesi yanlýþ kullanýlýyor ýrkçýlýk kýzýl elmayý anlatmak uzundur mevzu turancýlýk üzerinedir irkçýlýk iddiasýnda bulunanlar evlerine birer tane afgan suriyeli pakistanlý göçmen almayý reddettikleri müddetçe kendileri ýrkçýdýr iddialarýna göre;0;1;1;1
sýðýnmacýlar türkçe kýlýç 15 milyonu bulan sýðýnmacý nüfusun türkçe bilmemesinin dil kültür açýsýndan toplumda yaratacaðý olasý sorunlarý ele alýyor;0;0;0;0
önemi yok sýnýra yarým saat mesafedeki hatayda deðil lazkiyede doðdu türlü eziyet serbest;0;0;0;0
bizim ülkemizde böyle spysuz orospuçocuðu doluyken bence gergin ortamda mültecileri savunup fazla dibe girmeyin savunduðunuz ideolojiyide düþünceyide emin ol sadece aðzýmla delik deþik ederim soysuz köpek;0;1;1;1
vatanýmýza gelip bizi mülteci yaptýnýz gidin dediðimiz zaman ýrkçý olduk evet ýrkçýyým;0;0;0;0
mültecileri ülkemde istemiyorum buysa evet sonuna kadar ýrkcýyým karsý olan arap sevýcý afgan sevýcý varsa siktirsin gitsin surýye ye;0;0;0;0
mülteci istemiyorum diyenlere ýrkçý diyenleri siktir etmek gerek pakistanlý lar toplu tecavüz ederse rahatlarlar evet ýrkçýyým amk;1;1;1;1
irkçiliksa irkçilik defolup gitsinler burasi türkiye türklerin ülkesidir;0;1;1;1
galiba türkiye cumhuriyeti vatandaþý olarak kalabilmemiz yakýnda arapça öðrenme zorunluluðu getirecekler;0;0;0;0
sa ýrkçýlýk fark etmez kadar kadar varsa sýnýr dýþý edilsin;0;1;1;1
türk irký saðolsun;0;1;1;1
ülkemde afganlý suriyeli pakistanlý mükteci istemiyorum demek evet ben ýrkçýyým;0;1;1;1
kimi iþi zora girsehemen dine sarýldýðýný göstermek istiyor böyle öðrenmemiþtik din hayata þekil verirdi þimdi dine þekil veriyoriþ bilmezler;0;0;0;0
sapýk suriyelileri afganlarý ülkemizde istemiyoruz ýrkçý türklüðümüzle gurur duyduðumuz kadýnlarýmýzý çocuklarýmýzý vatanýmýzý asalaklardan kurtarmak istediðimiz faþist mi oluyoruz þimdi kimsiniz nesiniz peki;1;1;1;1
ülkemde bunlarý istemiyorum demek ýrkçýlýk iþe evet ben ýrkcýyým;1;1;1;1
ülkemiz sessiz sedasýz iþgal ediliyor buna dur diyen bir hükumet yok;1;1;1;1
market sipariþimi getiren çocuða sordum mýþ aldýn dedim 10 güne kadar çýkacak dedi tabii kullanacaksýn dedim para alýyoruz evet dedi deðil;0;0;0;0
millete acý çektiren taciz eden yük olan milleti milletleri sevmemek irkçýlýk deðildir öyle vataný düþünmek ýrkçýlýksa ülkemde mülteci istemiyorum;0;0;0;0
bugün hangi sokakta hangi türk kadýnýný taciz edecekler videosunu çekecekler korkusu yaþamak istememek ýrkçýyýz arkadaþ;0;0;0;0
libyasuriyepakistan afganistan devletleri yerinde duruyor hangisi vatansýz türkiye onlarý vatandaþ yapýyor 20 milyon arap mülteci mi olur iþleri var türkiyede;0;0;0;0
vatanýmda mülteci istemiyorum demek ýrkçýlýk ben büyük ýrkçýyýmülkemin kadýnlarýný taciz edecek ben ococuklarýný beslicem yok öðle yaðma siktirip gidin artýk yeter;0;0;0;0
bunlar los angeles yada miami mi sanýyor burayý acabanur den geliyorlar buraya kadar uðraþýp baþka yere gitseler dicem tabi orda anýnda geri deport herhalde bukadar emek verip geldikleri biþi yapamýyoruz emeðe saygý;1;1;1;1
gündemi bizimle takip edin;1;1;1;1
irkçýlýk yapýyorsak bizden 100 sene geri kalmýþ milletlere karþý yapýyoruz bizi geriye götürecekse ülke huzurunu bozacaksa insanlar evet ýrkçýyýz kardeþim;0;0;0;0
chpli halici iktidar gerçeðe ambargo uyguluyor;0;0;0;0
vatani sevmeye bile ýrkcýlýk diyorsunuz yakimse çocuklarýna davalý tarla bile býrakmak istemezken iken sizin yaptýðýnýz memleket düþmanlýðýdýr;0;0;0;0
kadýnýnakýzýna ýrzýna göz koyanlar insan haklarý maðdur olan türk halký kendi ülkesinde öyle mi hadi ordan savaþtan kaçanlar üremektensapýklýktan baþka yapmýyor ülke gitmelerini istiyorum ülkelerine sahip çýksýnlar dünyasal zevkler yerine;1;1;1;1
gitmeyen mültecinin annesi babasý ölsün hadi bakalým hadi ben söyledim söyleyeceðimi hadi gitmeyin görelim;0;0;0;0
ülkemde mülteci istemiyorum;1;1;0;1
günlerden beri yok yok yok etti bitti la oðlum ülkenin yeni sahiplerine alýþýn artýk bence bir an evvel arapça öðrenmeye baþlayýn;0;0;0;0
benim güzel ülkeme bunlarý alýp ülkeyi yaþanmayacak bir yer haline getirenlerin allah belasýný versin sa ben tamda öyleyim sizin yüzünüzden kadar deðiþtiki ülkede s gidin artýk ülkenize soysuzlar;0;0;0;0
valla ben ýrkçýyým aðýr ýrkçý vatanýný seven benim deðilsiniz akýllarýna tükürdüðümün hümanistleri yancýlarý defolup gitsinler istemiyoruz;0;0;0;0
israil müslüman din kardeþlerimize türlü pisliði yapa dursunümmetin söz lideri kabinesi türk askerine israil bayraðý taþýtmaya sarayda hahamlarýn önünde esas duruþta durdurmaya devam edecekler;0;0;0;0
sen millettin damarýna bas bas arapça ingilizce rusça ilanlarla çeþitli insanýmsý tacizci katillerle bunlarýn burada yaþamasýna izin ver dahasý potansiyel yeni katil tacizcilere kapýyý sonuna kadar aç sonra ýrkçýlýk yapýyorsunuz;0;0;0;0
öz yurdunda garipsin öz vatanýnda parya istemiyorum;0;0;0;0
cumhurbaþkanlýðý haziran 2021de 4637 milyon tl mart 2021de 3716 milyon tl örtülü ödenekten harcama yaptý 2021in tamamýnda örtülü ödenekten harcama toplamda 2 milyar 714 milyon tl yapýlmýþtý akaryakýt sahan;0;0;0;0
insanlar yeri geldi saatparfüm sattý devletin kasasýndan senin benim paramý aldýlar milletin karýsýna kýzýna laf attýlar gizlice videolarýný çekip taciz ettiler ben sriyeli besleyeceðime onlara destek olmayý görmeye gönül rahatlýðý razýyým;0;0;0;0
bakýn deðilkanýt lazým an arkadaþlardan sokakta 100 kiþiyi çevirin 90ýnýn telefonuna utanmadan bakabilirseniz diyecek lafým yok eþimizçoluk çocuðumuz sokaklara çýkmasýnmý kötü sayýlar minimumda kontrol altýnda olmalý;0;0;0;0
ülkemde suriyeliymis afganmýs pakistanlýymýs bunlarý istemiyorum demek sayýlýyorsa kimse kusura bakmasýn ben ýrkçýyým zaman;0;0;0;0
bunca zamandýr siyahi kardeþlerimizle beraber yaþadýk suriyeliler muamele olmadý bir düþünün;1;1;1;1
dilimizi bile kaybetmeye baþladýk türkiye cumhuriyetinin dili türkçedir burasý türkiye irkçýlýk;1;1;1;1
gelirken ülkemize bizim türkler;0;1;1;1
deðil salýnda biraz bize yanlýz kalalým türkiyede amk;1;1;1;1
multecileri sevmiyorum ister irkci desinler ister fasist;0;0;0;0
türk çocuðu arap çölleri kanýný dökmeyecektir mustafa kemal atatürk;1;1;1;1
çekmeköyde otomobile çarpan araç devrildi videolu haber;0;0;0;0
sokak köpekleriyle mültecileri birbirine düþürsek tek seferde bence 2 sorunuda çözebiliriz;0;1;1;1
ülkemde arap istemiyorum ayný dine sahip olmamýz beni ilgilendirmiyor ülkeye gelen 10 tane piç yapýyor benim vatandaþým bebek bezi alamýyor;1;1;1;1
bunu savunan herkes þerefsizleri alsýn evine karýsý kýzý oturtsun bakalým oluyormuþ;1;1;1;1
söz konusu mülteci danda geri durmayýz defolun;0;0;0;0
ben vatan topraðýný mudafa derim sen dersin valla hiçte umurumda degil dediðin;0;0;0;0
ülkemde afgan suriyeli mülteci istemiyorum yerde arapça yazýlar görmek istemiyorum bunun adý ýrkcýlýksa ýrkciyim;1;1;0;1
vatanýný düþünüyorsun irkçýlýk diyorlar ekonomi bozuk diyorsun nankör diyorlar millet aç diyorsun þükürsüz dinsiz diyorlar bunlarý diyene bakýyorsun yalamaktan baþka bir iþe yaramýyorlar;0;0;0;0
mültecilere olan nefretim kadar fazla inanýn nefes almalarýný bile istemiyorumbirde arap milliyetçiliði yapan türkler var irkçý olduðum gururluyum keþke birazda olsaydýnýz;0;0;0;0
milliyeti geçtim namusunu korumaktan aciz kansýz fetonun artýklarý hainin yoldaþlarý sizler nedir bilmiyorsunuz kendi kabileleri arasýnda bile kendini üstün gören suriyeliyi afganý pakistanliyi savunmak bir hainliktir bir akýl tutulmasýdýr;1;1;1;1
adamlarýn kültüründe kadýna erkeðe toplu tecavüz normal bir durum dolayýsý milletin karýsýnýn kýzýnýn görüntülerini çekmekte yayýnlamakta bir sakýnca görmüyorlar bunun ismi iltica deðil istiladýr yerim ýrkçýlýðýný vatanýný korumak irkçýlýk deðildir;0;1;1;1
ek olarak belirtmek isterim artýk din kardeþliði ümmetçilik falanda sökmez anamýn doðurduðundan baþkasý kardeþim deðildir efendim mülteci istemiyoruz;0;0;0;0
ülkemde suriyeli afgan istemiyorum;0;0;0;0
ha ayrýca babanýzýn dedenizin hayatýný ortaya koyupta kurduðu ülkeyi böyle beþ para etmez çýkarcýlarýn satmasýna izin vereceðime ýrkçý olurum iyi;0;0;0;0
bakýn olay ýrkçýyým olacak seviyesine eriþti bile yersiz duygu sömürüsü saçma sapan filmler çekmekle durumu sindiremezsiniz;0;0;0;0
vatanini korumak irkçilik deðildir;1;1;1;1
ýrkçýlýk ülkemde böyle karakteri pis insanlar istemiyorum;0;0;0;0
mýþ hadi oradan ülkeye 15 milyon olduðu belirsiz ortadoðulu dolmuþ kadýnlarýmýzýn namusunu devletin geleceðini evlatlarýmýzýn yaþamýný düþündük ýrkçý oluyoruz kavimler göçünde bile kadar insan göçmedi;0;0;0;0
türkum burasi benim yurdum multecilerin sariyelilerin orospu cocuklarinin ulkemde yeri yok;0;1;1;1
cuma günü trade din para kazanmýþýmdýr;0;1;1;1
þunu ekliyim hataylýlar olarak mülteci konusunda memleketimizin kaderi adýna son derece endiþeliyiz;0;0;0;0
türkiye cumhuriyetinde 20 milyon arap bedava yaþýyor türkler onlar yüzünden aç kalýyor bir ýrkçýlýk varsa türklere yapýlan ýrkçýlýktýr arap seviciler türklerden türk kulturunden nefret ediyor yüzden ülkeyi araplara peþkeþ çekiyorlar;0;0;0;0
suriyelileri neydüðü belirsiz afganlarý pakistanlýlarý kadýn yok çocuk yok yaþlý yok erkek el üstünde tutup ülkenin gençlerinin geleceðini hayallerini çalýndýðý gün yapýldý bugün ben dahil gençlerin 80i türkiyeden gitmek istiyor huzur istiyor;1;1;1;1
fakir skiyle oynar boþuna dememiþler;1;1;1;1
suriyelilerin sahilde yürüyen türk kýzlarýný taciz ettiðini gösteren video doðru;1;1;1;1
ülkemde hiçbirini istemiyorum isteyenlerle birlikte gitsinler;0;0;0;0
kendi ülkemizde asýl bize ýrkçýlýk yapýlýyor yeter ülkemizde mülteci istemiyoruz;1;1;1;1
vataný sevmek korumak evet ýrkçýyýz sevdiðiniz sýðýnmacýlar mensubu olduðu devletlerine göç etmiyor hepsinin yönü avrupa;0;1;1;1
ekonomist oldu ülkede fiyatlar tavan yaptý vatansever olduülkede satilmadikkurumagactoprak kalmadý misafirperver oldu ulke sadece bayramlarda kendi ülkesini ziyaret eden multeci doldu anladik buyuk yararlarý artýk hicbirsey olmamalarý;0;0;0;0
ülkemizde afgan suriyeli arap mülteci istemiyorum ýrkçýlýk ümmetcilk yapan arabistana gitsin;1;1;1;1
misafir dedik iþgal ettiler amk elbet korkak soysuzlarýnda onlara destek verenlerinde gidisini kutlayacagýz;0;1;1;1
þehit kanlarýyla alýnan topraklar yol geçen haný deðildir;0;1;1;1
irkçýysak kime lan;0;0;0;0
abi zeytinburnunda yaþamamýþ nerden bilsin;0;1;1;1
20 yýldýr gerici kadýn düþmaný insanlarý hükümete seçmekte beis görmeyen insanlar söz konusu mülteciler olunca bir anda kadýnlarýn özgürlüðünü dillerine pelesenk etmeye baþladýlar;0;0;0;0
kara çarþaflý kadýndan bile þehvet duyan sapýk zihniyetli cahil yobazlarýn kadýnlarý hayatý modern yaþayan bizleri anlamasýný beklemek bizi onlarýn seviyesine indirgeyebilir tevfik göksu sýla suriyeli since20220413_102719_utc;0;0;0;0
